NUMERO_ISCRIZIONE;WEB_URL
A000001166;https://eur03.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.arag.it%2Ftutela-legale-ols-cp%2Fa7077c3c-741a-4bd1-8f3c-71bd0cf73253&data=05%7C02%7Cbackoffice.commerciale%40arag.it%7C982079ae46d3403035e608de0031fcad%7C8ffb3be783a7463fa543aedb2683b1ae%7C0%7C0%7C638948411869344704%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=HpAhCRRZCok3GuSLfDOPDEMZxv1yV23YEwkftwV9kmA%3D&reserved=0
A000001166;https://www.biscaroassicurazioni.com/
A000001166;https://www.biscaroassicurazioni.com/assicurazione-auto.html
A000001166;https://www.biscaroassicurazioni.com/assicurazione-azienda.html
A000001166;https://www.biscaroassicurazioni.com/assicurazione-casa.html
A000001166;https://www.biscaroassicurazioni.com/assicurazione-per-professionisti.html
A000001166;https://www.biscaroassicurazioni.com/assicurazione-personale.html
A000001166;https://www.biscaroassicurazioni.com/previdenza-e-risparmio.html
A000001166;https://www.facebook.com/biscaroassicurazioni
A000001199;www.lostumboassicurazioni.it
A000001284;www.versicherungsagentur.bz
A000001311;www.agenzie.Generali.it/castrovillari
A000001314;www.agenzie.generali.it/sienaviamassetana
A000001383;https://agenzie.realemutua.it/agenzie/agenziaromaflaminio
A000001454;WWW.PUNTOASSICURAZIONI.IT
A000001473;www.agenzie.generali.it/cuneo
A000001496;WWW.FACEBOOK.COM/PROFILE.PHP?ID=100007796384713
A000001496;WWW.INSTAGRAM.COM/LUCA_SALVATORE___?IGSH=MWFTMXPHNWLZNGRYDQ==
A000001496;WWW.LINKEDIN.COM/IN/LUCASAL72?TRK=UNIVERSAL-SEARCH-CLUSTER
A000001608;www.agenzievittoria.com/bogliascorecco
A000001609;www.ageallianz.it/genova155000/
A000001611;www.assicurazionibonomi.it
A000001810;www.ageallianz.it/caprinoveronese955
A000001811;www.ageallianz.it/schio960
A000001854;WWW.ASSICURAZIONIVITRANI.IT
A000001872;www.pistiddaantonio.com
A000001888;www.agenzievittoria.com/pedrengopiazzini
A000001970;www.agenzie.generali.it/casertagmbosco
A000002046;www.facebook.com/saravicenzacentro
A000002052;https://www.ageallianz.it/grezzana789/
A000002052;www.mazomirko.com
A000002070;https://www.arag.it/portal/tutela-legale-ols-famiglia/-/ols/df409993-3c06-4a52-99e3-938721db6c9e
A000002102;www.assicurazionimaita.it
A000002143;www.lodoviciassicurazioni.it
A000002145;www.centrofriuli.eu
A000002154;www.massimetti-agenziaunipol.it
A000002359;www.agenzie.generali.it/romaappianuova
A000002365;www.agenzievittoria.com/trieste
A000002365;www.assitrieste.it
A000002382;www.agenzie.generali.it/romaappianuova
A000002400;https://assicomunale.it/
A000002464;www.chiabrera.blog/
A000002498;www.agenzie.generali.it/mazaradelvallo
A000002528;https://www.agenzievittoria.com/fanosanmartino/
A000002538;www.agenzievittoria.com/agliana
A000002565;www.agenziazurich.it/vb502
A000002611;WWW.AGENZIACRESSOTTI.COM
A000002676;HTTPS://WWW.AGENZIE.GENERALI.IT/PALERMOCAVOUR
A000002678;https://www.agenzie.generali.it/palermodonsturzo
A000002695;https://agenzie.realemutua.it/agenzia285/Pages/R_Overview.aspx
A000002947;www.vittoriaassicurazionivigevano.it
A000002948;BERALDOASSICURAZIONI.IT
A000002958;www.agenzievittoria.com/fornovoditaro/
A000002968;www.agenzievittoria.com/erba
A000002973;WWW.VITTORIAASSICURAZIONIBUSSOLENGO.IT
A000002974;www.agenzievittoria.com/cesena
A000002974;www.gasperoniassicurazioni.com
A000002974;www.vittoriaassicurazionicesena.it
A000002986;www.agenzievittoria.com/padovafiera
A000002998;www.agenzievittoria.com/ravennagallaplacidia/
A000003002;www.agenzievittoria.com/firenzefortezzadabasso/
A000003003;www.agenzievittoria.com/firenzefortezzadabasso/
A000003006;www.agenzievittoria.com/montebelluna
A000003008;www.agenzievittoria.com/olevanoromano
A000003013;HTTPS://WWW.AGENZIEVITTORIA.COM/RIETI/
A000003014;www.agenzievittoria.com/umbria/spoleto/
A000003015;https://www.agenzievittoria.com/bellariaigeamarina/
A000003015;www.agenzievittoria.com/cesenatico
A000003025;https://www.facebook.com/profile.php?id=61551060786380
A000003027;WWW.ASSICURAZIONIVOLPATO.IT
A000003030;www.agenzievittoria.com/crema
A000003064;www.facebook.com/vignola2226.Ricchiserviziassicurativi/
A000003091;www.dagapiti.it
A000003105;agenzia.cattolica.it/firenzeveracini/it/agenzia
A000003120;https://agenzie.realemutua.it/agenzie/agenziacagliaricarlofelice
A000003120;www.mauroatzori.it
A000003179;https://fortevincenza-agenziaunipol.it/
A000003187;www.assibelloni.it
A000003213;www.agenziazurich.it/to013
A000003256;UNIPOLSAITIVOLI.IT
A000003273;www.accmarchesi.it
A000003284;www.frattiniescrinzo.it
A000003286;HTTPS://WWW.FACEBOOK.COM/SHARE/15FYYJQVDF/?MIBEXTID=WWXIFR
A000003286;HTTPS://WWW.INSTAGRAM.COM/AGGENERALISORAALIGHIERI?IGSH=MXJ2ZGPTZ3CZOXZWAW%3D%3D&UTM_SOURCE=QR
A000003286;https://www.agenzie.generali.it/soraalighieri
A000003294;agenzia.cattolica.it/abbiategrasso/it
A000003384;www.assicuramente.com
A000003385;www.cnt-assicurazioni.it
A000003494;www.agenziaciancio.it
A000003556;https://iafratiassicura.it/
A000003609;www.agenzie.generali.it/breganze
A000003659;www.troisiassicurazioni.it
A000003699;www.unipolsaicassanelli.it
A000003776;www.melettiassicurazioni.it
A000003776;www.unipolsaisassomarconi.it
A000003778;www.fambrini.it
A000003781;WWW.CFCPARMA.IT
A000003792;https://www.agenzie.generali.it/trentosolteri10
A000003794;https://agenzia.cattolica.it/valdobbiadene
A000003795;https://www.facebook.com/gavazziassicurazioni
A000003799;www.agenziazurich.it/tv506
A000003800;HTTPS://WWW.INSTAGRAM.COM/EXPLORE/LOCATIONS/1033586053/AG-GENERALI-PARMA-VIA-SIDOLI/
A000003800;HTTPS://WWW.LINKEDIN.COM/IN/ERMANNO-BORGARANI?ORIGINALSUBDOMAIN=IT
A000003804;www.voltanassicurazioni.com
A000003821;WWW.ASSIGARATTINI.IT
A000003955;https://agenzie.realemutua.it/agenzie/agenziamilanogiotto
A000003981;https://agenzia.cattolica.it/meratepascoli
A000004234;www.relya.it
A000004277;www.agenzievittoria.com/padovacentro
A000004374;www.unipolsairivoli.com
A000004378;www.assicooper.com
A000004460;HTTPS://WWW.FACEBOOK.COM/GENERALIALBACRISTORE/
A000004460;HTTPS://WWW.INSTAGRAM.COM/AGGENERALIALBACRISTORE/
A000004460;HTTPS://WWW.LINKEDIN.COM/IN/AG-GENERALI-ALBA-CRISTO-RE-582570193/
A000004486;agenzia.cattolica.it/cremacapergnanica
A000004486;agenzia.cattolica.it/cremonaduomo
A000004486;www.consorzioagrariocremona.it/assicurazioni/
A000004486;www.facebook.com/cattolicaagenziacremacapergnanica/
A000004487;www.agenzievittoria.com/MantovaPradella/
A000004532;https://agenzie.realemutua.it/agenzie/agenziamilanocittastudi
A000004583;WWW.ROSELLINSURANCE.IT
A000004668;www.borgiemantini.it
A000004674;https://www.agenziazurich.it/tv503
A000004674;https://www.paologamba.it
A000004717;WWW.BONALUMIGROUP.IT
A000004724;www.agenzievittoria.com/merano
A000004833;https://agenzia.cattolica.it//milanocentrale
A000004852;www.agenzie.generali.it/perugiapontesangiovanni
A000004901;https://agenzia.cattolica.it/padovaturazza/it/agenzia_2.it
A000004920;www.unipolsaialbertopiazza.it
A000005036;www.agenzie.generali.it/mantovaarrivabene
A000005103;https://agenzia.cattolica.it/bergamolallio
A000005155;https://www.agenziecattolica.generali.it/MARANELLO
A000005159;https://agenzia.cattolica.it/todi/it/agenzia
A000005197;www.agenzie.generali.it/pavia
A000005203;https://www.agenziecattolica.generali.it/romacaffarelletta
A000005253;www.agenzievittoria.com/canelli/
A000005253;www.agenzievittoria.com/canelliliberta/
A000005292;HTTPS://WWW.FACEBOOK.COM/AGGENERALIPALERMOLIBERTA171/
A000005338;www.agenziazurich.it/vt002
A000005376;HTTPS://AGENZIE.AXA.IT/RENDE8011
A000005391;www.instagram.com/fabiocasinisrl_assicurazioni/
A000005391;www.linkedin.com/in/fabio-casini-210a0791/
A000005502;www.ageallianz.it/iseo2082/
A000005570;www.unipolsaiassicura.it
A000005581;HTTP://AGENZIE.AXA.IT/ROMA5955
A000005594;WWW.SPADAASSICURAZIONI.COM
A000005652;https://www.agenzievittoria.com/vigonovo/
A000005710;www.agenzie.generali.it/salaconsilina
A000005713;meleassicurazioni.it
A000005749;https://agenzia.cattolica.it/sarnico
A000005776;www.agenzie.generali.it/vigevanotogliatti
A000005956;www.agenzie.generali.it/romabalduina
A000005975;https://instagram.com/agenziabplus
A000005975;https://www.facebook.com/BPlusConsulenzeAssicurative
A000005985;www.agenzie.generali.it/cirie
A000005985;www.facebook.com/AgGeneraliCirie
A000005988;www.facebook.com/agenziaITASRovigo
A000006111;HTTPS://WWW.AGENZIECATTOLICA.GENERALI.IT/AREZZOCENTRALE
A000006177;https://www.agenziazurich.it/no502
A000006190;www.agenzie.generali.it/umbertide
A000006196;www.unipolsaiorbetello.it
A000006198;www.agenzievittoria.com/milanoloreto/
A000006277;HTTP://WWW.ACIVALMONTONE.IT
A000006277;HTTPS://WWW.FACEBOOK.COM/MANNARINOASSICURAZIONI
A000006277;HTTPS://WWW.INSTAGRAM.COM/MANNARINO_ASSICURAZIONI/
A000006277;https://www.agenzie.generali.it/colleferrogaribaldi
A000006314;www.agenzie.generali.it/veronafiera
A000006328;WWW.FACEBOOK.COM/AGGENERALIBASSANODELGRAPPACADORNA
A000006328;WWW.INSTAGRAM.COM/GENERALIBASSANOGRAPPACADORNA
A000006328;WWW.INSTAGRAM.COM/GIOVANNIZANANDREA
A000006328;WWW.LINKEDIN.COM/AGGENERALIBASSANODELGRAPPACADORNA
A000006328;www.agenzie.generali.it/bassanodelgrappacadorna
A000006394;www.unipolsaicomovolta.it
A000006438;https://www.agenziazurich.it/VA002
A000006495;www.agenzie.generali.it/foggiasanlorenzo
A000006517;www.agenzie.generali.it/spoleto
A000006675;www.agenzie.generali.it/camisanovicentino
A000006677;www.bcccaravaggio.it
A000006702;www.agenziazurich.it/bs501#
A000006804;www.agenziasessa.it
A000006804;www.antoniosessa.it
A000006926;www.danieladesantisassicurazioni.it
A000006926;www.sara.it/agenzia?id=1102
A000006937;assilife.net
A000006956;www.ghisuassicurazioni.it
A000007029;www.agenziacolombosas.com
A000007047;www.agenziazurich.it/no507
A000007051;www.assivoghera.it
A000007061;www.agenziazurich.it/bs501#
A000007081;www.facebook.com/vignola2226.Ricchiserviziassicurativi/
A000007093;https://www.ageallianz.it/crema2042/
A000007156;WWW.AGENZIEVITTORIA.COM/PAVIA/
A000007169;www.agenziazurich.it/fr501
A000007169;www.agenziazurich.it/fr503
A000007234;https://www.ageallianz.it/cittadella369
A000007280;www.bernardelloassicurazioni.it
A000007312;www.assivoghera.it
A000007383;www.agenzie.generali.it/veneziasanmarco
A000007394;www.bassicurazioni.it
A000007433;www.unipolsaischio.it
A000007454;https://www.agenziazurich.it/to020
A000007464;https://studioassicurativosamele.it
A000007569;https://www.agenziecattolica.generali.it/erbacentro
A000007569;https://www.assicurazionieprestiti.it
A000007569;https://www.cr-assicurazioni.it
A000007649;www.agenziazurich.it/bz503
A000007660;www.azassicurazioni.com
A000007713;agenzie.axa.it/lecco1336
A000007728;agenzie.axa.it/lecco1336
A000007735;https://www.agenzie.generali.it/ischia
A000007772;https://www.vittoriaassicurazioni.com/agenzie/aci-castello/G09-di-bella-armando
A000007918;www.rassicura.me
A000007956;agenzia.cattolica.it/ravenna
A000008038;www.facebook.com/orlandiServizi.it
A000008038;www.linkedin.com/company/orlandi-servizi-assicurativi-snc?original_referer=https%3A%2F%2Fwww.orlandiservizi.it%2F
A000008038;www.orlandiservizi.it
A000008091;https://www.mbconsultinggrosseto.it/
A000008119;www.agenzie.generali.it/potenzaviapretoria108
A000008135;www.facebook.com/orlandiServizi.it
A000008135;www.linkedin.com/company/orlandi-servizi-assicurativi-snc?original_referer=https%3A%2F%2Fwww.orlandiservizi.it%2F
A000008135;www.orlandiservizi.it
A000008160;www.unipolsaimodena.it
A000008224;https://dapraassicurazioni.it/
A000008244;www.innamoratoassicurazioni.it
A000008267;www.agenzia.cattolica.it/calolziocorte
A000008267;www.facebook.com/cattolicaagenziacalolziocorte/
A000008280;www.assicurazionicaccia.it
A000008314;www.assicurazionirapisarda.it
A000008320;www.unipolsaisiena.it
A000008386;HTTPS://WWW.SUNDAANDPARTNERS.COM
A000008496;WWW.AGENZIEVITTORIA.COM/QUARTUSANTELENA/
A000008538;https://agenzie.realemutua.it/agenzie/agenziapistoia
A000008592;https://www.agenzie.generali.it/reggioemiliagiambellino
A000008593;www.agenzievittoria.com/campania/mercato-san-severino
A000008624;https://www.agenzievittoria.com/dalmine/
A000008667;https://www.ageallianz.it/milano695/
A000008715;www.agenzie.generali.it/campobassonobile
A000008744;www.borghiassicurazionisas.it
A000008770;https://pagliaraniassicuratori.com/
A000008789;www.barbatoassicurazioni.it
A000008809;www.agenzie.generali.it/barlettagaribaldi
A000008810;www.agenzie.generali.it/pistoiasantagostino
A000008836;https://www.dolci-assicurazioni.com/
A000008841;www.agenzievittoria.com/romalanciani/
A000009142;WWW.ASSICURAZIONIFARAGUNA.IT
A000009188;www.campoassicurazioni.it
A000009188;www.unipolsaigenova.com
A000009188;www.unipolsaigenova.net
A000009334;www.intermediarioassicurativolegale.it
A000009334;www.soluzioniassicurativelegali.it
A000009356;WWW.agenzie.generali.it/gavi
A000009387;https://www.agenzie.generali.it/trevisostradaovest
A000009387;https://www.facebook.com/AssitreAgenziadiAssicurazioni/
A000009387;https://www.instagram.com/assitre_agenzia_assicurazioni_/
A000009387;https://www.tuaassicurazioni.it/agenzie/treviso
A000009389;www.agenziazurich.it/no001
A000009453;www.agenzie.generali.it/carpiquartirolo
A000009507;www.agenziecattolica.generali.it/alessandria
A000009510;https://agenzia.cattolica.it/barletta/it/agenzia
A000009614;https://www.agenziecattolica.generali.it/casalecchiodireno
A000009658;https://www.agenzievittoria.com/villafrancadiverona/
A000009658;https://www.heltaiassicurazioni.it/
A000009658;https://www.pianetaoutdoor.com/
A000009686;https://instagram.com/lazzariniassicurazioni?igshid=YmMyMTA2M2Y=
A000009686;https://www.facebook.com/lazzariniassicurazioni
A000009727;www.stemberger.it
A000009746;https://www.facebook.com/unipolsaicerignola/
A000009792;www.bancacentro.it
A000009899;www.agenziazurich.it/mi509
A000009917;www.ageallianz.it/corato691/
A000009922;https://assicurazionilupo.it
A000010012;www.saiostia.it
A000010047;WWW.SA-ASSICURAZIONI.IT
A000010097;www.agenzie.generali.it/musiledipiave
A000010134;www.agenzie.generali.it/manfredonia
A000010147;www.assipiu.com
A000010176;https://www.agenzie.generali.it/Termoli
A000010176;www.agenzie.generali.it/Termoli
A000010188;www.agenziazurich.it/vc003
A000010229;www.scalzotto.it
A000010275;www.agenzie.generali.it/roccabianca/
A000010293;https://agenziaprovincie.it/
A000010316;www.agenzievittoria.com/senigallia
A000010434;www.bogogna.it
A000010466;www.saitorinonord.it
A000010592;WWW.UNICANAVESE.COM
A000010815;https://www.facebook.com/profile.php?id=100063545530419
A000010830;www.ageallianz.it/mascalucia960000/
A000010917;https://www.agenzievittoria.com/milanovenezia/
A000010961;https://agenzie.realemutua.it/agenzie/agenziacastelliromani
A000010964;https://www.agenziazurich.it/no502
A000011156;www.tuaassicurazioni.it/agenzie/zafferana-etnea
A000011683;www.agenzievittoria.com/padovacentro
A000011684;www.agenziazurich.it/to001
A000011684;www.assivi.it
A000011694;https://assicurazionisanremo2004.business.site/
A000011694;www.agenzievittoria.com/sanremo
A000011723;www.assiquattro.it
A000011731;www.marandoassicurazioni.it
A000011743;www.futurass.it
A000011749;www.darcangeloassicurazioni.it
A000011770;www.assicurazionebedandbreakfast.it
A000011770;www.assicurazionemedico.it
A000011782;www.bebassicurazioni.it
A000011785;HTTPS://ALBERTIASSICURAZIONI.IT/
A000011799;www.gandiniassicurazioni.it
A000011800;https://www.facebook.com/frena.partner
A000011800;www.frena-partner.com
A000011802;www.emiliana-assicurazioni.it
A000011821;WWW.VOLPEASSICURAZIONI.IT
A000011822;https://www.gavaassicurazioni.it/
A000011836;WWW.CANALAGENZIAASSICURAZIONI.IT
A000011836;https://www.arag.it/portal/tutela-legale-ols-famiglia/-/ols/e2620e57-ad2a-4fc9-b0d4-0efb89c264b9
A000011836;https://www.arag.it/tutela-legale-ols-cp/f30712b4-3569-4193-a1d7-0a1fb7f4e294
A000011842;www.celestiassicurazioni.com
A000011851;www.agenziazurich.it/mi055
A000011851;www.bsassicurazioni.it
A000011858;www.rcmedici.eu
A000011866;www.ageallianz.it/borgomanero246/
A000011866;www.bogogna.it
A000011866;www.facebook.com/borgomanero246
A000011866;www.facebook.com/polizzaassicurazioni/
A000011876;www.assicurazioniravenna.it
A000011876;www.facebook.com/AssicurazioniRavenna
A000011878;www.consulenzeprogetti.it
A000011878;www.facebook.com/assicurarsiatorino
A000011884;www.agenziecattolica.generali.it/cremacapergnanica
A000011884;www.consorzioagrariocremona.it/assicurazioni/
A000011884;www.facebook.com/cattolicaagenziacremacapergnanica/
A000011885;www.assicurazioniperugia.it
A000011887;HTTPS://WWW.ARAG.IT/PORTAL/TUTELA-LEGALE-OLS-FAMIGLIA/-/OLS/BBC3532C-1F36-4D6B-A215-567592492CD1
A000011887;HTTPS://WWW.ARAG.IT/TUTELA-LEGALE-OLS-CP/E8BA710F-ECF7-4122-9235-621BEC175ABF
A000011887;https://bit.ly/2OFYWUS
A000011887;https://bit.ly/3qyA3YH
A000011887;www.scottonassicurazioni.it
A000011887;www.unipolsaiabano.it
A000011889;www.agenziazurich.it/ar501
A000011889;www.lorenzovillani.it
A000011889;www.navarrinievillani.it
A000011906;www.ferroegambardella.it
A000011922;www.ageallianz.it/roma20810
A000011928;www.progettocima.it
A000011938;www.bfbassicurazioni.it
A000011949;www.sinergiecarpi.it
A000011956;www.assiservice.bz
A000011959;WWW.AGENZIEVITTORIA.COM/TORINOMARTINETTO/
A000011959;WWW.FACEBOOK.COM/SHARE/1BCOBVR1PM/?MIBEXTID=WWXIFR
A000011959;WWW.INSTAGRAM.COM/STEA.SRL.ALLIANZ.5034?IGSH=MWXWZG8XEW4YMWNUOQ==
A000011959;WWW.LINKEDIN.COM/IN/STEA-SRL-ALLIANZ-TORINO-MARTINETTO-76BB58350
A000011959;www.ageallianz.it/torino5034
A000011961;www.ageallianz.it/grosseto5441
A000011961;www.facebook.com/allianzgrosseto
A000011969;www.agenziazurich.it/vi508
A000011969;www.mjmassicurazioni.it
A000011982;agenzia.cattolica.it/codogno
A000011994;www.assiborgo.it
A000011996;www.assicurazioniminzoni.it
A000011999;www.crashsrl.eu
A000012041;https://www.instagram.com/multirischi/
A000012041;www.multirischi.it
A000012050;www.milanoaquileia.it
A000012057;www.diepi.it
A000012062;www.assitrio.it
A000012066;www.stradellaassicurazioni.it
A000012069;www.agenziazurich.it/vr501
A000012076;https://agenzie.italiana.it/agenzie/agenziastorica
A000012090;https://agenzie.italiana.it/agenzie/agenziasaccocciasimonettasnc
A000012107;www.agenzievittoria.com/novara
A000012109;www.agenzievittoria.com/cremona/
A000012111;www.agenzievittoria.com/pisa/
A000012112;www.agenzievittoria.com/bergamo
A000012116;www.agenzievittoria.com/pesarotorraccia
A000012117;https://www.agenzievittoria.com/materaaltamura/
A000012118;www.agenzievittoria.com/romagrottarossa/
A000012118;www.facebook.com/vittoriaassicurazioniromagrottarossa/
A000012122;https://www.siamosrl.it/
A000012123;www.agenzievittoria.com/ragusa
A000012126;https://www.agenzievittoria.com/padovaest/
A000012127;www.agenzievittoria.com/casalemonferrato
A000012129;www.agenzievittoria.com/rovigo
A000012141;www.agenziacolombosas.com
A000012156;www.agenzia.cattolica.it/petiliapolicastro
A000012156;www.facebook.com/ScordamagliaAssicurazioni
A000012184;www.vertuassicurazioni.com
A000012189;www.agenziazurich.it/BL001
A000012206;https://agenzia.cattolica.it/sienastalloreggi
A000012209;www.agenziazurich.it/li503
A000012209;www.zurichelba.it
A000012216;www.agenzie.generali.it/conselve
A000012217;www.assifeltre.it
A000012219;https://agenzie.realemutua.it/agenzie/agenziaparma/
A000012219;https://cfcparma.it/
A000012220;WWW.GRASSIESABBADINI.COM
A000012220;WWW.GRASSIESABBADINI.IT
A000012221;www.assicredit.it
A000012235;https://agenzie.axa.it/legnago2402
A000012236;https://agenzie.axa.it/oderzo2200
A000012240;https://agenzie.realemutua.it/agenzie/agenziamilanogiotto
A000012244;www.consulenzeassicurative-bs.com
A000012258;https://assiconsulenze.com/
A000012258;https://www.agenzie.generali.it/bareggio
A000012261;www.agenzie.generali.it/romaorsaminore
A000012276;assicuriamo.com
A000012280;https://agenzie.italiana.it/agenzie/agenzialeoniesasdelli
A000012285;WWW.AGENZIARANGHIERO.IT
A000012294;www.agenzie.generali.it/roncade
A000012305;WWW.GECACONSULENZE.COM
A000012305;WWW.GECACONSULENZE.IT
A000012305;WWW.PROTEZIONEGENITORI.COM
A000012305;WWW.PROTEZIONEGENITORI.IT
A000012313;www.assicuramantova.it
A000012314;www.assicurazionisaf.it
A000012315;www.agenzie.generali.it/lodiviasancolombano
A000012315;www.tornariassicurazioni.it/
A000012324;www.studio2r.com
A000012324;www.studio2r.it
A000012335;www.agenziazurich.it/bg509
A000012335;www.facebook.com/p/Agenzia-Zurich-Albino-Bg-GG-di-Gusmini-Giovanni-C-sas-100063509499044/
A000012348;WWW.FILIPPIASSISERVICE.IT
A000012353;www.agenziazurich.it/pd514
A000012358;www.ageallianz.it/codroipo304/
A000012358;www.ageallianz.it/sandanieledelfriuli311/
A000012361;www.albaintermediazioni.it
A000012365;www.frigerioassicurazioni.com
A000012368;https://agenzie.realemutua.it/agenzie/agenziatorinosommeiller
A000012368;www.falgar.it
A000012381;www.assicurazionitreviso.com
A000012381;www.assicurazionitreviso.net
A000012384;www.b-tinsurance.it
A000012384;www.webins.it
A000012392;www.agenzie.generali.it/torinoviastradella
A000012392;www.assicuratorino.it
A000012393;www.agenzie.generali.it/peschieraborromeo
A000012396;WWW.AGENZIE.GENERALI.IT/MESTRINO
A000012396;WWW.FACEBOOK.COM/AGGENERALIMESTRINO
A000012404;www.gisassicurazioni.com
A000012409;WWW.ASSITRE.IT
A000012415;www.agenzie.generali.it/cerea
A000012417;www.assicurazionialbaro.it
A000012423;www.agenzie.generali.it/cattolica
A000012426;www.assicurazionifolignospoleto.com
A000012426;www.unipolrentalfolignospoleto.com
A000012430;www.agenzie.generali.it/romaserafico
A000012431;https://agenzia.cattolica.it/legnagosalieri/it/agenzia
A000012448;www.badifinass.it
A000012454;www.agenzie.generali.it/ravenna
A000012457;https://www.arag.it/portal/tutela-legale-ols-famiglia/-/ols/5131440d-df2d-472f-abc7-e34758ae0741
A000012457;https://www.arag.it/tutela-legale-ols-cp/495cfc3c-65eb-4a4c-b590-0f1121232262
A000012461;www.agenzie.generali.it/manzano
A000012462;HTTPS://WWW.ARAG.IT/PORTAL/AFFITTI-BREVI/-/PRODOTTO/46E7F2AB-4F45-4436-916B-EE80E73956E7
A000012462;HTTPS://WWW.ARAG.IT/PORTAL/TUTELA-LEGALE-OLS-FAMIGLIA/-/OLS/2753440C-91B1-4DDE-B696-2B3B508B02A2
A000012462;HTTPS://WWW.ARAG.IT/TUTELA-LEGALE-OLS-CP/375E8D83-6207-4DE7-841B-D2E6AACF2529
A000012462;HTTPS://WWW.FACEBOOK.COM/ZANETTIASSICURAZIONISRL/
A000012462;HTTPS://WWW.INSTAGRAM.COM/ZANETTIASSICURAZIONISRL/
A000012462;HTTPS://WWW.LINKEDIN.COM/COMPANY/ZANETTI-ASSICURAZIONI-S.R.L./
A000012462;WWW.ZANETTIASSICURAZIONI.COM
A000012473;www.doriasrl.it
A000012480;www.assicurazionipermedici.it
A000012484;www.assiservizi.it
A000012485;WWW.RADETTIASSICURAZIONI.IT
A000012505;www.ambientescuola.com
A000012505;www.ambientescuola.it
A000012507;www.puscedduassicurazioni.com
A000012517;https://www.instagram.com/natile_polignano_ag_unipolsai/
A000012517;www.natilepolignano.it
A000012522;HTTPS://WWW.AGENZIAZURICH.IT/BZ502
A000012522;HTTPS://WWW.ARAG.IT/PORTAL/TUTELA-LEGALE-OLS-FAMIGLIA/-/OLS/7E0ED6BF-81B7-426E-A2DF-F884BAC21BB9
A000012522;HTTPS://WWW.ARAG.IT/TUTELA-LEGALE-OLS-CP/293B4278-C403-44E5-853E-8B71B63098E7
A000012522;https://agenzie.axa.it/bolzano1686
A000012522;https://www.agenziazurich.it/bz004
A000012522;www.begher.it
A000012539;www.agenziazurich.it/no507
A000012555;www.romagnassicurazioni.it
A000012556;www.agenzie.generali.it/giulianova
A000012559;www.agenzievittoria.com/luccasanconcordio
A000012560;HTTPS://WWW.AGENZIECATTOLICA.GENERALI.IT/MODENADUOMO
A000012560;https://taroniassicurazioni.it
A000012574;WWW.CANAVESEASSICURA.IT
A000012582;WWW.DEMOZZIASSICURAZIONI.IT
A000012584;https://www.agenzie.generali.it/ferraraviamalagu?prv=search
A000012596;WWW.BOVIOASSICURAZIONI.IT
A000012629;www.agenziazurich.it/bs501#
A000012630;https://www.facebook.com/share/16qZhXgQiQ/?mibextid=wwXIfr
A000012630;https://www.instagram.com/terzaniassicurazioni
A000012649;www.assivoghera.it
A000012655;www.assicurazionifrascati.it
A000012673;https://valenteass.it/
A000012675;www.assita.com
A000012675;www.assita.it
A000012689;www.savoretti.it
A000012691;www.zennaroassicurazioni.com
A000012692;https://www.agenziecattolica.generali.it/MARANELLO
A000012693;ageallianz.it/dolo334
A000012693;contrattobaserca.com
A000012693;contrattobaserca.it
